Strain Name	Virus Species	Virus Genus	Virus Family	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type	Complete Sequence	class_human_host	class_pathogenic	class_intersect
Sin845	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559093	29712	-N/A-	Unknown	-N/A-	Singapore	genomic RNA	Yes	0	1	0
Sin847	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559095	29719	-N/A-	Unknown	-N/A-	Singapore	genomic RNA	Yes	0	1	0
Sin848	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559085	29713	2003	Human	-N/A-	Singapore	genomic RNA	Yes	1	1	1
Sin849	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559086	29661	2003	Human	-N/A-	Singapore	genomic RNA	Yes	1	1	1
TC1	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY338174	29573	-N/A-	Unknown	-N/A-	Taiwan	genomic RNA	Yes	0	1	0
TC3	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY348314	29573	-N/A-	Unknown	-N/A-	Taiwan	genomic RNA	Yes	0	1	0
TC2	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY338175	29573	-N/A-	Unknown	-N/A-	Taiwan	genomic RNA	Yes	0	1	0
Sin850	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559096	29720	2003	Human	-N/A-	Singapore	genomic RNA	Yes	1	1	1
P2	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882963	29682	08/10/2004	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
Sin842	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559081	29716	2003	Human	-N/A-	Singapore	genomic RNA	Yes	1	1	1
Sequence 11 from Patent EP1736539	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	CS460762	37971	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	1	0
Sequence 11 from Patent WO2006136448	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	CS480537	37971	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	1	0
HKU-39849	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY278491	29742	2003	Human	-N/A-	-N/A-	genomic RNA	Yes	1	1	1
UNKNOWN-CS079028	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	CS079028	29742	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	Yes	0	1	0
Sino3-11	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY485278	29740	-N/A-	Human	-N/A-	-N/A-	genomic RNA	Yes	1	1	1
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882926	29675	09/22/2007	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882930	29687	09/22/2007	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c13P1/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514406	29687	03/18/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c13P10/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514411	29687	05/19/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c13P20/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514412	29687	07/08/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.10P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514393	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.1P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514403	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.2P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514405	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.3P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514417	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.4P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514390	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.5P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514401	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.6P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514402	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.8P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514416	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5.9P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514391	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5P10/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514420	29687	05/19/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c5P20/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514414	29687	07/08/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c8P1/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514395	29687	03/18/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c8P10/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514389	29687	05/19/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/ExoN1_c8P20/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514410	29687	07/08/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882928	29687	08/28/2007	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.10P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514398	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.1P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514399	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.2P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514421	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.3P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514422	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.4P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514392	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.5P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514388	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.6P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514413	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.7P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514415	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.8P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514400	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1.9P20/2010	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514404	29687	10/01/2010	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1P10/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514419	29687	05/19/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c1P20/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514394	29687	07/08/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c2P1/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514408	29687	03/18/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c2P10/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514397	29687	05/19/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c2P20/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514409	29687	07/08/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c3P1/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514418	29687	03/18/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c3P10/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514396	29687	05/19/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
SARS/VeroE6_lab/USA/WTic_c3P20/2009	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	KF514423	29687	07/08/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882938	29687	09/22/2007	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882927	29687	09/26/2007	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
WTic	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292921	29646	03/18/2009	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882936	29646	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882932	29646	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882939	29646	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882934	29647	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882947	29616	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882933	29648	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882937	29648	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882935	29647	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882946	29647	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
wtic-MB	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882949	29647	03/28/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882945	29720	11/25/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882952	29720	11/25/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882958	29720	11/25/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882961	29720	11/25/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882948	29720	11/25/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882957	29720	11/25/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882943	29720	11/21/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890541	29646	10/08/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890542	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890543	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890544	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890545	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890546	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292907	29646	08/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292908	29646	08/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292911	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292912	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292916	29646	09/19/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292917	29646	09/19/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292918	29646	09/19/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292919	29646	09/19/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292920	29646	09/19/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292909	29646	08/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292910	29646	08/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292913	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292914	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292915	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890526	29646	10/08/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890527	29646	10/08/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890528	29646	10/08/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890530	29646	10/08/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890533	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890537	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292902	29646	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890529	29646	10/08/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890534	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890536	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890535	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292906	29646	09/18/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890538	29646	09/17/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890539	29646	09/18/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890540	29646	09/18/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292905	29646	09/18/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890531	29645	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292904	29645	09/18/2008	Mouse	Mus musculus; old	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	HQ890532	29645	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	JF292903	29645	10/10/2008	Mouse	Mus musculus; young	USA	genomic RNA	Yes	0	1	0
Urbani	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MK062179	29727	05/27/2017	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
Urbani	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	MK062180	29727	05/28/2017	Human	Homo sapiens	USA	genomic RNA	Yes	1	1	1
MA15 ExoN1 mutant	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	FJ882953	29648	11/26/2008	Unknown	-N/A-	USA	genomic RNA	Yes	0	1	0
ZJ0301	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	DQ182595	29706	04/21/2003	Human	-N/A-	China	genomic RNA	Yes	1	1	1
GZ50	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY304495	29720	2003	Human	-N/A-	Hong Kong	genomic RNA	Yes	1	1	1
SinP1	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559088	29714	-N/A-	Unknown	-N/A-	Singapore	genomic RNA	Yes	0	1	0
SinP5	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559092	29713	-N/A-	Unknown	-N/A-	Singapore	genomic RNA	Yes	0	1	0
SinP4	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY559091	29710	-N/A-	Unknown	-N/A-	Singapore	genomic RNA	Yes	0	1	0
HSZ-Bb	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY394985	29530	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	Yes	0	1	0
HSZ-Bc	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY394994	29765	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	Yes	0	1	0
HSZ-Cb	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY394986	29729	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	Yes	0	1	0
HSZ-Cc	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY394995	29765	2003	Human	-N/A-	-N/A-	genomic RNA	Yes	1	1	1
LC2	Severe acute respiratory syndrome-related coronavirus	Betacoronavirus	Coronaviridae	AY394999	29350	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	Yes	0	1	0
